#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (NY, SC)","COMBINED % (NY, SC)",Notes (See Endnotes Tab),year
1254,Kansas,KS,02,H6KS02227,(I),Jim ,Ryun,"Ryun, Jim ",,REP,"41,941",100.00%,,,"106,329",47.14%,,,,,,2006
1255,Kansas,KS,02,,,,,,Party Votes:,REP,"41,941",,,,,,,,,,,2006
1256,Kansas,KS,02,H6KS02235,,Roger D.,Tucker,"Tucker, Roger D.",,REF,,,,,"5,094",2.26%,,,,,10,2006
1257,Kansas,KS,02,,,,,,District Votes:,,"63,276",,,,"225,562",,,,,,,2006
1258,Kansas,KS,03,H8KS03049,(I),Dennis ,Moore,"Moore, Dennis ",,DEM,"19,492",100.00%,,,"153,105",64.61%,,,,,,2006
1259,Kansas,KS,03,,,,,,Party Votes:,DEM,"19,492",,,,,,,,,,,2006
1260,Kansas,KS,03,H6KS03167,,Chuck ,Ahner,"Ahner, Chuck ",,REP,"21,716",51.93%,,,"79,824",33.68%,,,,,,2006
1261,Kansas,KS,03,H6KS03183,,Scott ,Schwab,"Schwab, Scott ",,REP,"13,602",32.53%,,,,,,,,,,2006
1262,Kansas,KS,03,H6KS03175,,Thomas ,Scherer,"Scherer, Thomas ",,REP,"3,610",8.63%,,,,,,,,,,2006
1263,Kansas,KS,03,H6KS03209,,Paul V.,Showen,"Showen, Paul V.",,REP,"2,888",6.91%,,,,,,,,,,2006
1264,Kansas,KS,03,,,,,,Party Votes:,REP,"41,816",,,,,,,,,,,2006
1265,Kansas,KS,03,H6KS03191,,Robert A.,Conroy,"Conroy, Robert A.",,REF,,,,,"4,051",1.71%,,,,,10,2006
1266,Kansas,KS,03,,,,,,District Votes:,,"61,308",,,,"236,980",,,,,,,2006
1267,Kansas,KS,04,H4KS04087,(I),Todd ,Tiahrt,"Tiahrt, Todd ",,REP,"36,844",100.00%,,,"116,386",63.53%,,,,,,2006
1268,Kansas,KS,04,,,,,,Party Votes:,REP,"36,844",,,,,,,,,,,2006
1269,Kansas,KS,04,H6KS04157,,Garth J.,McGinn,"McGinn, Garth J.",,DEM,"4,382",27.57%,,,"62,166",33.93%,,,,,,2006
1270,Kansas,KS,04,H6KS04132,,Ronald ,Voth,"Voth, Ronald ",,DEM,"4,348",27.35%,,,,,,,,,,2006
1271,Kansas,KS,04,H4KS04095,,Marty ,Mork,"Mork, Marty ",,DEM,"3,848",24.21%,,,,,,,,,,2006
1272,Kansas,KS,04,H2KS04065,,Patrick ,Quaney,"Quaney, Patrick ",,DEM,"3,317",20.87%,,,,,,,,,,2006
1273,Kansas,KS,04,,,,,,Party Votes:,DEM,"15,895",,,,,,,,,,,2006
1274,Kansas,KS,04,H6KS04140,,Joy R.,Holt,"Holt, Joy R.",,REF,,,,,"4,655",2.54%,,,,,10,2006
1275,Kansas,KS,04,,,,,,District Votes:,,"52,739",,,,"183,207",,,,,,,2006
1276,Kansas,KS,H,,,,,,House Votes:,,"252,272",,,,"845,127",,,,,,10,2006
1277,Kentucky,KY,01,H4KY01040,(I),Ed,Whitfield,"Whitfield, Ed",,REP,Unopposed,,,,"123,618",59.58%,,,,,,2006
1278,Kentucky,KY,01,H6KY01011,,Tom,Barlow,"Barlow, Tom",,DEM,"80,594",77.06%,,,"83,865",40.42%,,,,,,2006
1279,Kentucky,KY,01,H6KY01078,,Eric,Streit,"Streit, Eric",,DEM,"16,320",15.60%,,,,,,,,,,2006
1280,Kentucky,KY,01,H6KY01086,,Jim,Bloink,"Bloink, Jim",,DEM,"7,668",7.33%,,,,,,,,,,2006
1281,Kentucky,KY,01,,,,,,Party Votes:,DEM,"104,582",,,,,,,,,,,2006
1282,Kentucky,KY,01,,,,,,District Votes:,,"104,582",,,,"207,483",,,,,,,2006
1283,Kentucky,KY,02,H4KY02030,(I),Ron,Lewis,"Lewis, Ron",,REP,Unopposed,,,,"118,548",55.41%,,,,,,2006
1284,Kentucky,KY,02,H6KY02050,,Mike,Weaver,"Weaver, Mike",,DEM,"49,067",72.65%,,,"95,415",44.59%,,,,,,2006
1285,Kentucky,KY,02,H4KY02071,,James E.,Rice,"Rice, James E.",,DEM,"18,470",27.35%,,,,,,,,,,2006
1286,Kentucky,KY,02,,,,,,Party Votes:,DEM,"67,537",,,,,,,,,,,2006
1287,Kentucky,KY,02,,,,,,District Votes:,,"67,537",,,,"213,963",,,,,,,2006
1288,Kentucky,KY,03,H6KY03124,,John,Yarmuth,"Yarmuth, John",,DEM,"30,962",53.82%,,,"122,489",50.62%,,,,,,2006
1289,Kentucky,KY,03,H6HY03116,,Andrew,Horne,"Horne, Andrew",,DEM,"18,662",32.44%,,,,,,,,,,2006
1290,Kentucky,KY,03,H6KY03132,,James Walter,Moore,"Moore, James Walter",,DEM,"4,582",7.96%,,,,,,,,,,2006
1291,Kentucky,KY,03,H4KY03129,,Burrel Charles,Farnsley,"Farnsley, Burrel Charles",,DEM,"3,322",5.77%,,,,,,,,,,2006
1292,Kentucky,KY,03,,,,,,Party Votes:,DEM,"57,528",,,,,,,,,,,2006
1293,Kentucky,KY,03,H6KY03090,(I),Anne M.,Northup,"Northup, Anne M.",,REP,Unopposed,,,,"116,568",48.18%,,,,,,2006
1294,Kentucky,KY,03,H6KY03157,,Donna Walker,Mancini,"Mancini, Donna Walker",,LBT,,,,,"2,134",0.88%,,,,,,2006
1295,Kentucky,KY,03,H6KY03140,,W. Ed,Parker,"Parker, W. Ed",,CON,,,,,774,0.32%,,,,,,2006
1296,Kentucky,KY,03,,,,,,District Votes:,,"57,528",,,,"241,965",,,,,,,2006
1297,Kentucky,KY,04,H2KY04071,(I),Geoff,Davis,"Davis, Geoff",,REP,Unopposed,,,,"105,845",51.69%,,,,,,2006
1298,Kentucky,KY,04,H8KY00035,,Ken,Lucas,"Lucas, Ken",,DEM,Unopposed,,,,"88,822",43.38%,,,,,,2006
1299,Kentucky,KY,04,H6KY04098,,Brian,Houillion,"Houillion, Brian",,LBT,,,,,"10,100",4.93%,,,,,,2006
1300,Kentucky,KY,04,,,,,,District Votes:,,,,,,"204,767",,,,,,,2006
1301,Kentucky,KY,05,H0KY05015,(I),"Harold ""Hal""",Rogers,"Rogers, Harold ""Hal""",,REP,Unopposed,,,,"147,201",73.76%,,,,,,2006
1302,Kentucky,KY,05,H6KY05111,,Kenneth,Stepp,"Stepp, Kenneth",,DEM,"47,362",70.38%,,,"52,367",26.24%,,,,,,2006
1303,Kentucky,KY,05,H6KY05129,,James W.,Tapley,"Tapley, James W.",,DEM,"19,928",29.62%,,,,,,,,,,2006
1304,Kentucky,KY,05,,,,,,Party Votes:,DEM,"67,290",,,,,,,,,,,2006
1305,Kentucky,KY,05,,,,,,District Votes:,,"67,290",,,,"199,568",,,,,,,2006
1306,Kentucky,KY,06,H4KY06072,(I),Ben,Chandler,"Chandler, Ben",,DEM,Unopposed,,,,"158,765",85.46%,,,,,,2006
1307,Kentucky,KY,06,H6KY06101,,Elaine Sue,Carlson,"Carlson, Elaine Sue",,REP,Unopposed,,,,,,,,,,11,2006
1308,Kentucky,KY,06,H6KY06119,,Paul,Ard,"Ard, Paul",,LBT,,,,,"27,015",14.54%,,,,,,2006
1309,Kentucky,KY,06,,,,,,District Votes:,,,,,,"185,780",,,,,,,2006
1310,Kentucky,KY,H,,,,,,House Votes:,,"296,937",,,,"1,253,526",,,,,,,2006
1311,Louisiana,LA,01,H4LA00016,(I),"""Bobby""",Jindal,"Jindal, ""Bobby""",,REP,n/a,,,,"130,508",88.10%,,,,,12,2006
1312,Louisiana,LA,01,H6LA01183,,David ,Gereighty,"Gereighty, David ",,DEM,n/a,,,,"10,919",7.37%,,,,,12,2006
1313,Louisiana,LA,01,H6LA01175,,Stacey,Tallitsch,"Tallitsch, Stacey",,DEM,n/a,,,,"5,025",3.39%,,,,,12,2006
1314,Louisiana,LA,01,H6LA01191,,Peter ,Beary,"Beary, Peter ",,LBT,n/a,,,,"1,676",1.13%,,,,,12,2006
1315,Louisiana,LA,01,,,,,,District Votes:,,,,,,"148,128",,,,,,12,2006
1316,Louisiana,LA,02,H0LA02119,(I),William J.,Jefferson,"Jefferson, William J.",,DEM,n/a,,,,"28,283",30.08%,"35,153",56.55%,,,12,2006
1317,Louisiana,LA,02,H6LA02132,,Karen,Carter,"Carter, Karen",,DEM,n/a,,,,"20,364",21.66%,"27,011",43.45%,,,12,2006
1318,Louisiana,LA,02,H6LA02124,,Derrick ,Shepherd,"Shepherd, Derrick ",,DEM,n/a,,,,"16,799",17.87%,,,,,12,2006
1319,Louisiana,LA,02,H6LA02108,,"Joseph ""Joe""",Lavigne,"Lavigne, Joseph ""Joe""",,REP,n/a,,,,"12,511",13.31%,,,,,12,2006
1320,Louisiana,LA,02,H2LA02032,,"Troy ""C""",Carter,"Carter, Troy ""C""",,DEM,n/a,,,,"11,304",12.02%,,,,,12,2006
1321,Louisiana,LA,02,H6LA02181,,Eric T.,Bradley,"Bradley, Eric T.",,REP,n/a,,,,"1,159",1.23%,,,,,12,2006
1322,Louisiana,LA,02,H6LA02157,,Regina ,Bartholomew,"Bartholomew, Regina ",,DEM,n/a,,,,"1,125",1.20%,,,,,12,2006
1323,Louisiana,LA,02,H6LA02116,,John,Edwards,"Edwards, John",,DEM,n/a,,,,675,0.72%,,,,,12,2006
1324,Louisiana,LA,02,H6LA02140,,Scott,Barron,"Barron, Scott",,DEM,n/a,,,,621,0.66%,,,,,12,2006
1325,Louisiana,LA,02,H6LA02207,,"Gregory W. ""Rhumbline""",Kahn,"Kahn, Gregory W. ""Rhumbline""",,LBT,n/a,,,,404,0.43%,,,,,12,2006
1326,Louisiana,LA,02,H6LA02173,,"M.V. ""Vinny"" ",Mendoza,"Mendoza, M.V. ""Vinny"" ",,DEM,n/a,,,,402,0.43%,,,,,12,2006
1327,Louisiana,LA,02,H6LA02199,,"Lawrence William ""Lance,"" III",von Uhde,"von Uhde, Lawrence William ""Lance,"" III",,REP,n/a,,,,258,0.27%,,,,,12,2006
1328,Louisiana,LA,02,H6LA02165,,"Deven ""D.C.""",Collins,"Collins, Deven ""D.C.""",,DEM,n/a,,,,121,0.13%,,,,,12,2006
1329,Louisiana,LA,02,,,,,,District Votes:,,,,,,"94,026",,"62,164",,,,12,2006
1330,Louisiana,LA,03,H4LA03028,(I),"""Charlie""",Melancon,"Melancon, ""Charlie""",,DEM,n/a,,,,"75,023",55.03%,,,,,12,2006
1331,Louisiana,LA,03,H4LA03051,,Craig,Romero,"Romero, Craig",,REP,n/a,,,,"54,950",40.31%,,,,,12,2006
1332,Louisiana,LA,03,H6LA03064,,"Olangee ""OJ""",Breech,"Breech, Olangee ""OJ""",,DEM,n/a,,,,"4,190",3.07%,,,,,12,2006
1333,Louisiana,LA,03,H6LA03072,,"James Lee, Jr.",Blake,"Blake, James Lee, Jr.",,LBT,n/a,,,,"2,168",1.59%,,,,,12,2006
1334,Louisiana,LA,03,,,,,,District Votes:,,,,,,"136,331",,,,,,12,2006
1335,Louisiana,LA,04,H8LA04134,(I),"""Jim""",McCrery,"McCrery, ""Jim""",,REP,n/a,,,,"77,078",57.40%,,,,,12,2006
1336,Louisiana,LA,04,H6LA04054,,"Artis R., Sr.",Cash,"Cash, Artis R., Sr.",,DEM,n/a,,,,"22,757",16.95%,,,,,12,2006
1337,Louisiana,LA,04,H6LA04070,,Patti ,Cox,"Cox, Patti ",,DEM,n/a,,,,"17,788",13.25%,,,,,12,2006
1338,Louisiana,LA,04,H6LA04088,,Chester T. ,Kelley,"Kelley, Chester T. ",,REP,n/a,,,,"16,649",12.40%,,,,,12,2006
1339,Louisiana,LA,04,,,,,,District Votes:,,,,,,"134,272",,,,,,12,2006
1340,Louisiana,LA,05,H2LA05084,(I),Rodney,Alexander,"Alexander, Rodney",,REP,n/a,,,,"78,211",68.26%,,,,,12,2006
1341,Louisiana,LA,05,H6LA05127,,Gloria Williams,Hearn,"Hearn, Gloria Williams",,DEM,n/a,,,,"33,233",29.00%,,,,,12,2006
1342,Louisiana,LA,05,H6LA05135,,Brent ,Sanders,"Sanders, Brent ",,LBT,n/a,,,,"1,876",1.64%,,,,,12,2006
1343,Louisiana,LA,05,H6LA05143,,John ,Watts,"Watts, John ",,OTH,n/a,,,,"1,262",1.10%,,,,,12,2006
1344,Louisiana,LA,05,,,,,,District Votes:,,,,,,"114,582",,,,,,12,2006
1345,Louisiana,LA,06,H6LA06083,(I),Richard H.,Baker,"Baker, Richard H.",,REP,n/a,,,,"94,658",82.81%,,,,,12,2006
1346,Louisiana,LA,06,H6LA06109,,Richard M. ,Fontanesi,"Fontanesi, Richard M. ",,LBT,n/a,,,,"19,648",17.19%,,,,,12,2006
1347,Louisiana,LA,06,,,,,,District Votes:,,,,,,"114,306",,,,,,12,2006
1348,Louisiana,LA,07,H4LA07029,(I),"Charles W., Jr.",Boustany,"Boustany, Charles W., Jr.",,REP,n/a,,,,"113,720",70.70%,,,,,12,2006
1349,Louisiana,LA,07,H6LA07172,,Mike,Stagg,"Stagg, Mike",,DEM,n/a,,,,"47,133",29.30%,,,,,12,2006
1350,Louisiana,LA,07,,,,,,District Votes:,,,,,,"160,853",,,,,,12,2006
1351,Louisiana,LA,H,,,,,,House Votes:,,n/a,,,,"902,498",,"62,164",,,,12,2006
1352,Maine,ME,S,S4ME00055,(I),Olympia J.,Snowe,"Snowe, Olympia J.",,REP,"58,979",98.87%,,,"402,598",74.01%,,,,,,2006
1353,Maine,ME,S,,,Edward M.,Libby,"Libby, Edward M.",,W(REP),673,1.13%,,,,,,,,,,2006
1354,Maine,ME,S,,,,,,Party Votes:,REP,"59,652",,,,,,,,,,,2006
1355,Maine,ME,S,S6ME00225,,Jean M.,Hay Bright,"Hay Bright, Jean M.",,DEM,"22,582",50.63%,,,"111,984",20.59%,,,,,,2006
1356,Maine,ME,S,S6ME00233,,Eric M.,Mehnert,"Mehnert, Eric M.",,DEM,"22,019",49.37%,,,,,,,,,,2006
1357,Maine,ME,S,,,,,,Party Votes:,DEM,"44,601",,,,,,,,,,,2006
1358,Maine,ME,S,S6ME00266,,William H.,Slavick,"Slavick, William H.",,U (IND),,,,,"29,220",5.37%,,,,,,2006
1359,Maine,ME,S,S6ME00274,,Michael A.,Beardsley,"Beardsley, Michael A.",,W,,,,,179,0.03%,,,,,,2006
1360,Maine,ME,S,,,,,,Senate Votes:,,"104,253",,,,"543,981",,,,,,,2006
1361,Maine,ME,01,H6ME01157,(I),Thomas H.,Allen,"Allen, Thomas H.",,DEM,"26,801",100.00%,,,"170,949",60.84%,,,,,,2006
1362,Maine,ME,01,,,,,,Party Votes:,DEM,"26,801",,,,,,,,,,,2006
