state_abbreviation,district,fec_id,incumbent,party,primary_votes,runoff_votes,general_votes,ge_runoff_election_votes,ge_winner_indicator,year,blank,total_votes
CA,41,,,W(D),30,,,,,2004,,30
CA,41,,,D,30,,,,,2004,,30
CA,41,,,,63907,,218937,,,2004,,282844
CA,42,H8CA41063,(I),R,65558,,167632,,W,2004,,233190
CA,42,,,R,65558,,,,,2004,,65558
CA,42,H4CA42052,,D,29583,,78393,,,2004,,107976
CA,42,,,D,29583,,,,,2004,,29583
CA,42,,,,95141,,246025,,,2004,,341166
CA,43,H6CA42099,(I),D,27769,,86830,,W,2004,,114599
CA,43,,,D,27769,,,,,2004,,27769
CA,43,H4CA43069,,R,13599,,44004,,,2004,,57603
CA,43,,,R,13599,,,,,2004,,13599
CA,43,,,,41368,,130834,,,2004,,172202
CA,44,H2CA37023,(I),R,49107,,138768,,W,2004,,187875
CA,44,H4CA44132,,R,8132,,,,,2004,,8132
CA,44,,,R,57239,,,,,2004,,57239
CA,44,H2CA44128,,D,33140,,78796,,,2004,,111936
CA,44,,,D,33140,,,,,2004,,33140
CA,44,H4CA44140,,PFP,103,,7559,,,2004,,7662
CA,44,,,PFP,103,,,,,2004,,103
CA,44,,,,90482,,225123,,,2004,,315605
CA,45,H8CA44034,(I),R,51429,,153523,,W,2004,,204952
CA,45,H0CA44122,,R,8422,,,,,2004,,8422
CA,45,,,R,59851,,,,,2004,,59851
CA,45,H4CA45071,,D,27117,,76967,,,2004,,104084
CA,45,H4CA45055,,D,11168,,,,,2004,,11168
CA,45,,,W(D),12,,,,,2004,,12
CA,45,,,D,38297,,,,,2004,,38297
CA,45,,,,98148,,230490,,,2004,,328638
CA,46,H8CA42061,(I),R,69132,,171318,,W,2004,,240450
CA,46,H6CA27124,,R,13630,,,,,2004,,13630
CA,46,,,R,82762,,,,,2004,,82762
CA,46,H4CA46061,,D,21408,,90129,,,2004,,111537
CA,46,H4CA46087,,D,14349,,,,,2004,,14349
CA,46,H4CA46079,,D,8252,,,,,2004,,8252
CA,46,,,D,44009,,,,,2004,,44009
CA,46,H4CA46095,,GRN,581,,10238,,,2004,,10819
CA,46,,,GRN,581,,,,,2004,,581
CA,46,H0CA39072,,LBT,707,,5005,,,2004,,5712
CA,46,,,LBT,707,,,,,2004,,707
CA,46,,,,128059,,276690,,,2004,,404749
CA,47,H6CA46033,(I),D,23270,,65684,,W,2004,,88954
CA,47,,,D,23270,,,,,2004,,23270
CA,47,H2CA46099,,R,12061,,43099,,,2004,,55160
CA,47,H4CA47051,,R,8258,,,,,2004,,8258
CA,47,,,R,20319,,,,,2004,,20319
CA,47,,,,43589,,108783,,,2004,,152372
CA,48,H8CA40057,(I),R,85697,,189004,,W,2004,,274701
CA,48,,,R,85697,,,,,2004,,85697
CA,48,H0CA47034,,D,39385,,93525,,,2004,,132910
CA,48,,,D,39385,,,,,2004,,39385
CA,48,H4CA48026,,LBT,718,,8343,,,2004,,9061
CA,48,,,LBT,718,,,,,2004,,718
CA,48,,,,125800,,290872,,,2004,,416672
CA,49,H0CA48024,(I),R,66710,,141658,,W,2004,,208368
CA,49,,,R,66710,,,,,2004,,66710
CA,49,H2CA49200,,D,32903,,79057,,,2004,,111960
CA,49,,,D,32903,,,,,2004,,32903
CA,49,H4CA49081,,LBT,526,,5751,,,2004,,6277
CA,49,,,LBT,526,,,,,2004,,526
CA,49,,,,100139,,226466,,,2004,,326605
CA,50,H0CA45012,(I),R,81854,,169025,,W,2004,,250879
CA,50,,,R,81854,,,,,2004,,81854
CA,50,H4CA50055,,D,47600,,105590,,,2004,,153190
CA,50,,,D,47600,,,,,2004,,47600
CA,50,H4CA50089,,LBT,770,,3486,,,2004,,4256
CA,50,,,LBT,770,,,,,2004,,770
CA,50,H4CA50071,,GRN,700,,6504,,,2004,,7204
CA,50,,,GRN,700,,,,,2004,,700
CA,50,H4CA50063,,AIP,1037,,4723,,,2004,,5760
CA,50,,,AIP,1037,,,,,2004,,1037
CA,50,,,,131961,,289328,,,2004,,421289
CA,51,H2CA50034,(I),D,33046,,111441,,W,2004,,144487
CA,51,H2CA51131,,D,10074,,,,,2004,,10074
CA,51,,,D,43120,,,,,2004,,43120
CA,51,H4CA51053,,R,19948,,63526,,,2004,,83474
CA,51,H4CA51046,,R,8662,,,,,2004,,8662
CA,51,,,R,28610,,,,,2004,,28610
CA,51,H4CA51061,,LBT,203,,5912,,,2004,,6115
CA,51,,,LBT,203,,,,,2004,,203
CA,51,,,,71933,,180879,,,2004,,252812
CA,52,H2CA42023,(I),R,83638,,187799,,W,2004,,271437
CA,52,,,R,83638,,,,,2004,,83638
CA,52,H4CA52044,,D,42770,,74857,,,2004,,117627
CA,52,,,D,42770,,,,,2004,,42770
CA,52,H0CA52018,,LBT,671,,8782,,,2004,,9453
CA,52,,,LBT,671,,,,,2004,,671
CA,52,,,,127079,,271438,,,2004,,398517
CA,53,H0CA49055,(I),D,55791,,146449,,W,2004,,202240
CA,53,,,D,55791,,,,,2004,,55791
CA,53,H4CA53018,,R,30925,,63897,,,2004,,94822
CA,53,,,R,30925,,,,,2004,,30925
CA,53,H4CA53026,,GRN,1000,,7523,,,2004,,8523
CA,53,,,GRN,1000,,,,,2004,,1000
CA,53,H4CA53034,,LBT,712,,3567,,,2004,,4279
CA,53,,,LBT,712,,,,,2004,,712
CA,53,,,,88428,,221436,,,2004,,309864
IL,9,,,R,,,,,,2004,,0
CA,S,S2CA00286,(I),D,2566298,,6955728,,W,2004,,9522026
CA,S,,,D,2566298,,,,,2004,,2566298
CA,S,S4CA00274,,R,1015747,,4555922,,,2004,,5571669
CA,S,S4CA00258,,R,454176,,,,,2004,,454176
CA,S,S4CA00282,,R,253341,,,,,2004,,253341
CA,S,S4CA00225,,R,142080,,,,,2004,,142080
CA,S,S4CA00308,,R,124938,,,,,2004,,124938
CA,S,S4CA00233,,R,78264,,,,,2004,,78264
CA,S,S4CA00340,,R,71241,,,,,2004,,71241
CA,S,S4CA00324,,R,56925,,,,,2004,,56925
CA,S,S4CA00217,,R,37745,,,,,2004,,37745
CA,S,S4CA00290,,R,32515,,,,,2004,,32515
CA,S,,,W(R),28,,,,,2004,,28
CA,S,,,R,2267000,,,,,2004,,2267000
CA,S,S4CA00357,,PFP,4864,,243846,,,2004,,248710
CA,S,,,PFP,4864,,,,,2004,,4864
CA,S,S4CA00266,,LBT,13656,,216522,,,2004,,230178
CA,S,S8CA00283,,LBT,10177,,,,,2004,,10177
CA,S,,,LBT,23833,,,,,2004,,23833
CA,S,S4CA00332,,AIP,32025,,81224,,,2004,,113249
CA,S,,,AIP,32025,,,,,2004,,32025
CA,S,,,W ,,,8,,,2004,,8
CA,S,,,,4894020,,12053295,,,2004,,16947315
CA,,,,,9614360,,23677048,,,2004,,33291408
CO,1,H6CO01141,(I),D,47579,,177077,,W,2004,,224656
CO,1,,,D,47579,,,,,2004,,47579
CO,1,H2CO01074,,R,16417,,58659,,,2004,,75076
CO,1,,,R,16417,,,,,2004,,16417
CO,1,H2CO01108,,AMC,,,5193,,,2004,,5193
CO,1,,,,63996,,240929,,,2004,,304925
CO,2,H8CO02087,(I),D,32679,,207900,,W,2004,,240579
CO,2,,,D,32679,,,,,2004,,32679
CO,2,H4CO02086,,R,12538,,94160,,,2004,,106698
CO,2,H0CO02092,,R,11518,,,,,2004,,11518
CO,2,,,R,24056,,,,,2004,,24056
CO,2,H2CO02122,,LBT,,,7304,,,2004,,7304
CO,2,,,,56735,,309364,,,2004,,366099
CO,3,H4CO03167,,D,34464,,153500,,W,2004,,187964
CO,3,,,D,34464,,,,,2004,,34464
CO,3,H4CO03126,,R,15572,,141376,,,2004,,156948
CO,3,H4CO03100,,R,15298,,,,,2004,,15298
CO,3,H4CO03159,,R,7968,,,,,2004,,7968
CO,3,H4CO03118,,R,5612,,,,,2004,,5612
CO,3,H4CO03217,,R,4408,,,,,2004,,4408
CO,3,,,R,48858,,,,,2004,,48858
CO,3,H4CO03225,,UN,,,8770,,,2004,,8770
CO,3,,,,83322,,303646,,,2004,,386968
CO,4,H2CO04045,(I),R,44649,,155958,,W,2004,,200607
CO,4,H4CO04041,,R,12553,,,,,2004,,12553
CO,4,,,R,57202,,,,,2004,,57202
CO,4,H2CO04060,,D,24894,,136812,,,2004,,161706
CO,4,,,D,24894,,,,,2004,,24894
CO,4,H4CO04058,,GRN,,,12739,,,2004,,12739
CO,4,,,,82096,,305509,,,2004,,387605
CO,5,H6CO05076,(I),R,52282,,193333,,W,2004,,245615
CO,5,H4CO05022,,R,9785,,,,,2004,,9785
CO,5,,,R,62067,,,,,2004,,62067
CO,5,H4CO05030,,D,15763,,74098,,,2004,,89861
CO,5,,,D,15763,,,,,2004,,15763
CO,5,H4CO05048,,LBT,,,6627,,,2004,,6627
CO,5,,,,77830,,274058,,,2004,,351888
CO,6,H8CO06054,(I),R,58446,,212778,,W,2004,,271224
CO,6,,,R,58446,,,,,2004,,58446
CO,6,H4CO06061,,D,23111,,139870,,,2004,,162981
CO,6,,,D,23111,,,,,2004,,23111
CO,6,H4CO06020,,LBT,,,3857,,,2004,,3857
CO,6,H4CO06079,,AMC,,,1236,,,2004,,1236
CO,6,,,,81557,,357741,,,2004,,439298
CO,7,H2CO07063,(I),R,34729,,135571,,W,2004,,170300
CO,7,,,R,34729,,,,,2004,,34729
CO,7,H2CO07048,,D,27706,,106026,,,2004,,133732
CO,7,,,D,27706,,,,,2004,,27706
CO,7,H4CO07028,,AMC,,,6167,,,2004,,6167
CO,7,,,,62435,,247764,,,2004,,310199
CO,H,,,,507971,,2039011,,,2004,,2546982
CO,S,S4CO00163,,D,173167,,1081188,,W,2004,,1254355
CO,S,S0CO00203,,D,63973,,,,,2004,,63973
CO,S,,,D,237140,,,,,2004,,237140
,,,,,,,,,,,",",0
CO,S,S4CO00189,,R,203157,,980668,,,2004,,1183825
CO,S,S4CO00171,,R,132274,,,,,2004,,132274
CO,S,,,R,335431,,,,,2004,,335431
CO,S,S2CO00142,,AMC,,,18783,,,2004,,18783
CO,S,S4CO00254,,LBT,,,10160,,,2004,,10160
CO,S,S4CO00270,,I,,,8442,,,2004,,8442
CO,S,S4CO00262,,CRP,,,6481,,,2004,,6481
CO,S,S4CO00288,,UN,,,1750,,,2004,,1750
CO,S,,,,572571,,2107554,,,2004,,2680125
CO,,,,,1080542,,4146565,,,2004,,5227107
CT,1,H8CT01046,(I),D,,,198802,,W,2004,,198802
CT,1,H4CT01052,,R,,,73601,,,2004,,73601
CT,1,,,,,,272403,,,2004,,272403
CT,2,H0CT02124,(I),R,,,166412,,W,2004,,166412
CT,2,H2CT02054,,D,11673,,140536,,,2004,,152209
CT,2,H2CT02104,,D,6911,,,,,2004,,6911
CT,2,,,D,18584,,,,,2004,,18584
CT,2,,,,18584,,307078,,,2004,,325662
CT,3,H0CT03072,(I),D,,,200638,,W,2004,,200638
CT,3,H2CT03052,,R,,,69160,,,2004,,69160
CT,3,H4CT03066,,R,,,,,,2004,,0
CT,3,H4CT03074,,GRN,,,7182,,,2004,,7182
CT,3,,,,,,276980,,,2004,,276980
CT,4,H8CT04057,(I),R,,,152493,,W,2004,,152493
CT,4,H4CT04098,,D,0,,138333,,,2004,,138333
CT,4,H4CT04080,,D,0,,,,,2004,,0
CT,4,,,,,,290830,,,2004,,290830
CT,5,H2CT06014,(I),R,,,168268,,W,2004,,168268
CT,5,H4CT05079,,D,,,,,,2004,,0
CT,5,H4CT05095,,D,,,107438,,,2004,,107438
CT,5,H4CT05111,,WF,,,3196,,,2004,,3196
CT,5,H4CT05103,,CNC,,,2545,,,2004,,2545
CT,5,,,,,,281447,,,2004,,281447
CT,H,,,,18584,,1428738,,,2004,,1447322
CT,S,S0CT00037,(I),D,,,945347,,W,2004,,945347
CT,S,S4CT00146,,R,,,457749,,,2004,,457749
CT,S,S4CT00112,,R,,,,,,2004,,0
CT,S,S4CT00104,,R,,,,,,2004,,0
CT,S,S4CT00120,,R,,,,,,2004,,0
CT,S,S4CT00138,,R,,,,,,2004,,0
CT,S,S4CT00153,,CNC,,,12442,,,2004,,12442
CT,S,S4CT00161,,LBT,,,9188,,,2004,,9188
CT,S,,,,,,1424726,,,2004,,1424726
CT,,,,,18584,,2853464,,,2004,,2872048
DE,0,H2DE00072,(I),R,0,,245978,,W,2004,,245978
DE,0,H4DE00037,,D,0,,105716,,,2004,,105716
DE,0,H4DE01043,,IDE,,,2337,,,2004,,2337
DE,0,H4DE01050,,LBT,,,2014,,,2004,,2014
DE,0,,,,,,356045,,,2004,,356045
DE,H,,,,,,356045,,,2004,,356045
DE,,,,,,,356045,,,2004,,356045
DC,0,H0DC00058,(I),D,58363,,202027,,W,2004,,260390
DC,0,,,W(D),979,,,,,2004,,979
DC,0,,,D,59342,,,,,2004,,59342
DC,0,H4DC00043,,R,1771,,18296,,,2004,,20067
DC,0,,,W(R),180,,,,,2004,,180
DC,0,,,R,1951,,,,,2004,,1951
DC,0,,,W(DCG),222,,,,,2004,,222
DC,0,,,DCG,222,,,,,2004,,222
DC,0,,,,61515,,221213,,,2004,,282728
DC,0,,,,61515,,221213,,,2004,,282728
DC,,,,,61515,,221213,,,2004,,282728
FL,1,H2FL01100,(I),R,0,,236604,,W,2004,,236604
FL,1,H0FL00015,,D,0,,72506,,,2004,,72506
FL,1,,,,,,309110,,,2004,,309110
,,,,,,,,,,,",",0
FL,2,H6FL00046,(I),D,0,,201577,,W,2004,,201577
FL,2,H4FL02054,,R,0,,125399,,,2004,,125399
FL,2,,,,,,326987,,,2004,,326987
FL,3,H2FL03056,(I),D,46285,,172833,,W,2004,,219118
FL,3,H4FL03060,,D,10639,,,,,2004,,10639
FL,3,,,D,56924,,,,,2004,,56924
FL,3,,,,56924,,174156,,,2004,,231080
FL,4,H0FL04066,(I),R ,48129,,256157,,W,2004,,304286
FL,4,H0FL04033,,R ,5368,,,,,2004,,5368
FL,4,,,R ,53497,,,,,2004,,53497
FL,4,,,,53497,,257327,,,2004,,310824
FL,5,H2FL05127,(I),R,0,,240315,,W,2004,,240315
FL,5,H4FL05057,,D ,15938,,124140,,,2004,,140078
FL,5,H4FL05032,,D ,13388,,,,,2004,,13388
FL,5,H2FL05143,,D ,11532,,,,,2004,,11532
FL,5,H4FL05040,,D ,10211,,,,,2004,,10211
FL,5,,,D ,51069,,,,,2004,,51069
FL,5,,,,51069,,364488,,,2004,,415557
FL,6,H8FL06056,(I),R,0,,211137,,W,2004,,211137
FL,6,H2FL06091,,D,0,,116680,,,2004,,116680
FL,6,,,,,,327853,,,2004,,327853
FL,7,H2FL08055,(I),R,0,,0,,W,2004,,0
FL,7,,,,,,,,,2004,,0
FL,8,H0FL08042,(I),R,0,,172232,,W,2004,,172232
FL,8,H4FL08069,,D,0,,112343,,,2004,,112343
FL,8,,,,,,284575,,,2004,,284575
FL,9,H2FL09012,(I),R ,44579,,284035,,W,2004,,328614
FL,9,H4FL09075,,R ,8189,,,,,2004,,8189
FL,9,,,R ,52768,,,,,2004,,52768
FL,9,,,,52768,,284278,,,2004,,337046
FL,10,H6FL06035,(I),R,0,,207175,,W,2004,,207175
FL,10,H4FL10040,,D,0,,91658,,,2004,,91658
FL,10,,,,,,298833,,,2004,,298833
FL,11,H6FL00087,(I),D,0,,191780,,W,2004,,191780
FL,11,H4FL11048,,LBT,,,31579,,,2004,,31579
FL,11,,,,,,223481,,,2004,,223481
FL,12,H0FL12051,(I),R ,42605,,179204,,W,2004,,221809
FL,12,H4FL12046,,R ,3546,,,,,2004,,3546
FL,12,,,R ,46151,,,,,2004,,46151
FL,12,H4FL12038,,D ,21044,,96965,,,2004,,118009
FL,12,H4FL12020,,D ,15781,,,,,2004,,15781
FL,12,,,D ,36825,,,,,2004,,36825
FL,12,,,,82976,,276169,,,2004,,359145
FL,13,H2FL13113,(I),R,0,,190477,,W,2004,,190477
FL,13,H2FL13139,,D,20573,,153961,,,2004,,174534
FL,13,H4FL13069,,D,16581,,,,,2004,,16581
FL,13,H4FL13051,,D,2966,,,,,2004,,2966
FL,13,H4FL13044,,D ,3880,,,,,2004,,3880
FL,13,,,D ,44000,,,,,2004,,44000
FL,13,,,,44000,,344438,,,2004,,388438
FL,14,H4FL14059,,R,27526,,226662,,W,2004,,254188
FL,14,H4FL14067,,R,24767,,,,,2004,,24767
FL,14,H2FL14087,,R ,17089,,,,,2004,,17089
FL,14,H4FL14083,,R,7465,,,,,2004,,7465
FL,14,,,R,76847,,,,,2004,,76847
FL,14,H4FL14091,,D,0,,108672,,,2004,,108672
FL,14,,,,76847,,335334,,,2004,,412181
FL,15,H4FL15114,(I),R,0,,210388,,W,2004,,210388
FL,15,H4FL15148,,D,0,,111538,,,2004,,111538
FL,15,,,,,,321926,,,2004,,321926
FL,16,H4FL16021,(I),R,0,,215563,,W,2004,,215563
FL,16,H4FL16088,,D,0,,101247,,,2004,,101247
FL,16,,,,,,316810,,,2004,,316810
FL,17,H2FL17056,(I),D,0,,178690,,W,2004,,178690
FL,17,,,,,,179424,,,2004,,179424
FL,18,H0FL18025,(I),R,0,,143647,,W,2004,,143647
FL,18,H4FL18035,,D ,12869,,78281,,,2004,,91150
FL,18,H4FL18027,,D ,12591,,,,,2004,,12591
FL,18,,,D ,25460,,,,,2004,,25460
FL,18,,,,25460,,221928,,,2004,,247388
FL,19,H6FL19038,(I),D,0,,0,,W,2004,,0
FL,19,,,,,,,,,2004,,0
FL,20,H4FL20023,,D,0,,191195,,W,2004,,191195
FL,20,H4FL20031,,R,0,,81213,,,2004,,81213
FL,20,,,,,,272408,,,2004,,272408
FL,21,H2FL19037,(I),R,0,,146507,,W,2004,,146507
FL,21,H4FL21047,,LBT,,,54736,,,2004,,54736
FL,21,,,,,,201243,,,2004,,201243
FL,22,H0FL12010,(I),R,0,,192581,,W,2004,,192581
FL,22,H4FL22052,,D,0,,,,,2004,,0
FL,22,H4FL22078,,D,,,108258,,,2004,,108258
FL,22,H2FL16074,,CPF,,,5260,,,2004,,5260
FL,22,,,,,,306726,,,2004,,306726
FL,23,H2FL23021,(I),D ,49284,,0,,W,2004,,49284
FL,23,H4FL23043,,D ,17106,,,,,2004,,17106
FL,23,,,D ,66390,,,,,2004,,66390
FL,23,,,,66390,,,,,2004,,66390
FL,24,H2FL00250,(I),R,0,,0,,W,2004,,0
FL,24,,,,,,,,,2004,,0
FL,25,H2FL25018,(I),R ,0,,0,,W,2004,,0
FL,25,,,,,,,,,2004,,0
FL,H,,,,509931,,5627494,,,2004,,6137425
FL,S,S4FL00298,,R,522994,,3672864,,W,2004,,4195858
FL,S,S8FL00075,,R,360474,,,,,2004,,360474
FL,S,S4FL00348,,R,158360,,,,,2004,,158360
FL,S,S4FL00249,,R,68982,,,,,2004,,68982
FL,S,S4FL00371,,R,20365,,,,,2004,,20365
FL,S,S4FL00330,,R,17804,,,,,2004,,17804
FL,S,S4FL00264,,R,13257,,,,,2004,,13257
FL,S,S4FL00389,,R,3695,,,,,2004,,3695
FL,S,,,R,1165931,,,,,2004,,1165931
FL,S,S4FL00223,,D,669346,,3590201,,,2004,,4259547
FL,S,S4FL00207,,D,321922,,,,,2004,,321922
FL,S,S4FL00215,,D,115898,,,,,2004,,115898
FL,S,S4FL00363,,D,45347,,,,,2004,,45347
FL,S,,,D,1152513,,,,,2004,,1152513
FL,S,S4FL00314,,V,,,166642,,,2004,,166642
FL,S,S4FL00272,,W ,,,16,,,2004,,16
FL,S,,,,2318444,,7429894,,,2004,,9748338
FL,,,,,2828375,,13057388,,,2004,,15885763
GA,1,H2GA01157,(I),R,43942,,188347,,W,2004,,232289
GA,1,,,R,43942,,,,,2004,,43942
GA,1,,,,43942,,188347,,,2004,,232289
GA,2,H2GA02031,(I),D,67126,,129984,,W,2004,,197110
GA,2,,,D,67126,,,,,2004,,67126
GA,2,H4GA02045,,R,18033,,64645,,,2004,,82678
GA,2,,,R,18033,,,,,2004,,18033
GA,2,,,,85159,,194629,,,2004,,279788
GA,3,H0GA08032,(I),D,69518,,136273,,W,2004,,205791
GA,3,,,D,69518,,,,,2004,,69518
GA,3,H2GA03104,,R,19039,,80435,,,2004,,99474
GA,3,,,R,19039,,,,,2004,,19039
GA,3,,,,88557,,216708,,,2004,,305265
GA,4,H2GA11016,,D,48512,,157461,,W,2004,,205973
GA,4,H4GA04108,,D,19723,,,,,2004,,19723
GA,4,H4GA04066,,D,18164,,,,,2004,,18164
GA,4,H4GA04074,,D,4972,,,,,2004,,4972
GA,4,H4GA04082,,D,2938,,,,,2004,,2938
GA,4,H4GA04090,,D,1280,,,,,2004,,1280
GA,4,,,D,95589,,,,,2004,,95589
GA,4,H2GA04102,,R,14612,,89509,,,2004,,104121
GA,4,,,R,14612,,,,,2004,,14612
GA,4,,,,110201,,246970,,,2004,,357171
GA,5,H6GA05217,(I),D,62114,,201773,,W,2004,,263887
GA,5,,,D,62114,,,,,2004,,62114
GA,5,,,,62114,,201773,,,2004,,263887
GA,6,H4GA06087,,R,29144,28180,267542,,W,2004,,324866
GA,6,H4GA06079,,R,23176,23959,,,,2004,,47135
GA,6,H4GA06111,,R,17705,,,,,2004,,17705
GA,6,H4GA06095,,R,7645,,,,,2004,,7645
GA,6,H0GA07059,,R,3187,,,,,2004,,3187
GA,6,H4GA06129,,R,991,,,,,2004,,991
GA,6,H8GA07102,,R,974,,,,,2004,,974
GA,6,,,R,82822,52139,,,,2004,,134961
GA,6,,,,82822,52139,267619,,,2004,,402580
GA,7,H0GA04023,(I),R,71349,,258982,,W,2004,,330331
GA,7,,,R,71349,,,,,2004,,71349
GA,7,,,,71349,,258982,,,2004,,330331
HI,S,S4HI00110,,R,9630,,,,,2004,,9630
GA,8,H4GA08067,,R,43005,34250,227524,,W,2004,,304779
GA,8,H8GA02046,,R,35276,27485,,,,2004,,62761
GA,8,H4GA08075,,R,10596,,,,,2004,,10596
GA,8,H4GA08083,,R,4926,,,,,2004,,4926
GA,8,,,R,93803,61735,,,,2004,,155538
GA,8,H4GA08091,,D,21934,,73632,,,2004,,95566
GA,8,,,D,21934,,,,,2004,,21934
GA,8,,,,115737,61735,301156,,,2004,,478628
GA,9,H4GA10022,(I),R,72652,,197869,,W,2004,,270521
GA,9,,,R,72652,,,,,2004,,72652
GA,9,H4GA09032,,D,30977,,68462,,,2004,,99439
GA,9,,,D,30977,,,,,2004,,30977
GA,9,,,,103629,,266331,,,2004,,369960
GA,10,H2GA09036,(I),R,65148,,219136,,W,2004,,284284
GA,10,,,R,65148,,,,,2004,,65148
GA,10,,,,65148,,219136,,,2004,,284284
GA,11,H2GA11149,(I),R,32408,,120696,,W,2004,,153104
GA,11,,,R,32408,,,,,2004,,32408
GA,11,H4GA11038,,D,33546,,89591,,,2004,,123137
GA,11,,,D,33546,,,,,2004,,33546
GA,11,,,,65954,,210287,,,2004,,276241
GA,12,H4GA12010,,D,28110,,113036,,W,2004,,141146
GA,12,H4GA12028,,D,15808,,,,,2004,,15808
GA,12,H2GA06057,,D,8122,,,,,2004,,8122
GA,12,H4GA12036,,D,2585,,,,,2004,,2585
GA,12,,,D,54625,,,,,2004,,54625
GA,12,H2GA12097,(I),R,29962,,105132,,,2004,,135094
GA,12,,,R,29962,,,,,2004,,29962
GA,12,,,,84587,,218168,,,2004,,302755
GA,13,H2GA13012,(I),D,42498,,170657,,W,2004,,213155
GA,13,H4GA13018,,D,8340,,,,,2004,,8340
GA,13,,,D,50838,,,,,2004,,50838
GA,13,,,,50838,,170657,,,2004,,221495
GA,H,,,,1030037,113874,2960763,,,2004,,4104674
GA,S,S6GA00119,,R,346670,,1864202,,W,2004,,2210872
GA,S,S4GA11046,,R,170370,,,,,2004,,170370
GA,S,S4GA11053,,R,133952,,,,,2004,,133952
GA,S,,,R,650992,,,,,2004,,650992
GA,S,S4GA11137,,D,258469,161733,1267690,,,2004,,1687892
GA,S,S4GA11178,,D,128531,110526,,,,2004,,239057
GA,S,S4GA00023,,D,87694,,,,,2004,,87694
GA,S,S4GA11061,,D,55040,,,,,2004,,55040
GA,S,S4GA11152,,D,47484,,,,,2004,,47484
GA,S,S4GA11145,,D,22532,,,,,2004,,22532
GA,S,S4GA11160,,D,16200,,,,,2004,,16200
GA,S,S4GA11129,,D,9165,,,,,2004,,9165
GA,S,,,D,625115,272259,,,,2004,,897374
GA,S,S4GA11103,,LBT,,,69051,,,2004,,69051
GA,S,,,,1276107,272259,3200981,,,2004,,4749347
GA,,,,,2306144,386133,6161744,,,2004,,8854021
GU,0,H2GU00033,(I),D,12830,,31051,,W,2004,,43881
GU,0,,,W(D),131,,,,,2004,,131
GU,0,,,D,12961,,,,,2004,,12961
GU,0,,,,12961,,31888,,,2004,,44849
GU,0,,,,12961,,31888,,,2004,,44849
GU,,,,,12961,,31888,,,2004,,44849
HI,1,H6HI01121,(I),D,73934,,128567,,W,2004,,202501
HI,1,,,D,73934,,,,,2004,,73934
HI,1,H4HI01076,,R,26475,,69371,,,2004,,95846
HI,1,,,R,26475,,,,,2004,,26475
HI,1,H4HI01092,,LBT,455,,6243,,,2004,,6698
HI,1,,,LBT,455,,,,,2004,,455
HI,1,,,,100864,,204181,,,2004,,305045
HI,2,H2HI02128,(I),D,73705,,133317,,W,2004,,207022
HI,2,H4HI02074,,D,4121,,,,,2004,,4121
HI,2,,,D,77826,,,,,2004,,77826
HI,2,H0HI01116,,R,21698,,79072,,,2004,,100770
HI,2,H4HI02066,,R,2102,,,,,2004,,2102
HI,2,H4HI02090,,R,1134,,,,,2004,,1134
HI,2,H4HI02082,,R,1116,,,,,2004,,1116
HI,2,,,R,26050,,,,,2004,,26050
HI,2,H3HI02126,,N,518,,,,,2004,,518
HI,2,,,N,518,,,,,2004,,518
HI,2,,,,104394,,212389,,,2004,,316783
HI,H,,,,205258,,416570,,,2004,,621828
HI,S,S4HI00011,(I),D,157367,,313629,,W,2004,,470996
HI,S,S4HI00078,,D,8051,,,,,2004,,8051
HI,S,S4HI00094,,D,2437,,,,,2004,,2437
HI,S,,,D,167855,,,,,2004,,167855
HI,S,S4HI00102,,R,21645,,87172,,,2004,,108817
HI,S,S8HI00103,,R,7028,,,,,2004,,7028
HI,S,S4HI00052,,R,5653,,,,,2004,,5653
HI,S,,,R,43956,,,,,2004,,43956
HI,S,S8HI00160,,N,1005,,9269,,,2004,,10274
HI,S,S8HI00160,,N,373,,,,,2004,,373
HI,S,,,N,1378,,,,,2004,,1378
HI,S,S8HI00152,,LBT,752,,5277,,,2004,,6029
HI,S,,,LBT,752,,,,,2004,,752
HI,S,,,,213941,,415347,,,2004,,629288
HI,,,,,419199,,831917,,,2004,,1251116
ID,1,H0ID01139,(I),R,48986,,207662,,W,2004,,256648
ID,1,H8ID01066,,R,13433,,,,,2004,,13433
ID,1,,,R,62419,,,,,2004,,62419
ID,1,H4ID01073,,D,13250,,90927,,,2004,,104177
ID,1,,,D,13250,,,,,2004,,13250
ID,1,,,,75669,,298589,,,2004,,374258
ID,2,H8ID02064,(I),R,57124,,193704,,W,2004,,250828
ID,2,,,R,57124,,,,,2004,,57124
ID,2,H4ID02055,,D,12491,,80133,,,2004,,92624
ID,2,,,D,12491,,,,,2004,,12491
ID,2,,,,69615,,273837,,,2004,,343452
ID,H,,,,145284,,572426,,,2004,,717710
ID,S,S8ID00027,(I),R,118286,,499796,,W,2004,,618082
ID,S,,,R,118286,,,,,2004,,118286
ID,S,S4ID00059,,W(D),,,4136,,,2004,,4136
ID,S,,,,118286,,503932,,,2004,,622218
ID,,,,,263570,,1076358,,,2004,,1339928
IL,1,H2IL01042,(I),D,102540,,212109,,W,2004,,314649
IL,1,,,D,102540,,,,,2004,,102540
IL,1,H0IL01111,,R,7190,,37840,,,2004,,45030
IL,1,,,R,7190,,,,,2004,,7190
IL,1,,,,109730,,249949,,,2004,,359679
